"","VIC_EDAD","VIC_ESCOLARIDAD","QUIEN_REPORTA","AGR_EDAD","AGR_ESCOLARIDAD","OTRAS_VICTIMAS","VIC_OTRAS_MUJ","HEC_ANO","ANO_EMISION","NUM_MES_EMISION","cluster_k"
"984",37,0,1,35,3,6,3,2007,2008,1,3
"989",33,0,1,33,1,4,0,2008,2008,1,3
"990",41,0,1,43,0,3,2,2008,2008,1,3
"996",23,0,1,25,7,5,0,2008,2008,1,2
"997",42,0,1,45,0,2,0,2008,2008,1,1
"1009",23,7,1,25,7,2,0,2008,2008,1,2
"1018",34,3,1,32,6,5,0,2008,2008,1,3
"1019",38,6,1,36,6,5,1,2008,2008,1,3
"1029",34,7,1,43,11,3,1,2008,2008,1,3
"1030",53,0,1,60,7,3,2,2008,2008,1,1
"1032",52,0,1,52,0,5,2,2008,2008,1,1
"1034",33,6,1,43,13,4,0,2008,2008,1,3
"1035",44,0,1,45,0,8,0,2008,2008,1,1
"1036",20,5,1,21,4,2,0,2008,2008,1,2
"1037",23,3,1,27,4,3,0,2008,2008,1,2
"1038",35,10,1,39,6,4,0,2008,2008,1,3
"1039",26,1,1,26,0,3,0,2008,2008,1,2
"1040",27,6,1,39,6,3,0,2008,2008,1,3
"1041",15,6,1,18,6,2,0,2008,2008,1,2
"1043",17,8,1,21,3,1,0,2007,2008,1,2
"1044",70,0,1,37,0,2,1,2008,2008,1,1
"1050",42,0,1,46,3,6,1,2008,2008,1,1
"1051",51,0,1,54,0,6,0,2008,2008,1,1
"1055",47,0,1,49,0,6,0,2008,2008,1,1
"1057",29,0,1,35,7,8,0,2008,2008,1,3
"1058",24,7,1,30,7,5,0,2008,2008,1,2
"1059",35,7,1,42,7,4,2,2008,2008,1,3
"1060",20,11,1,27,15,2,1,2007,2008,1,2
"1062",22,9,1,23,15,2,0,2008,2008,1,2
"1064",47,11,1,49,15,4,1,2008,2008,1,1
"1068",58,0,2,30,0,3,1,2008,2008,1,1
"1074",30,10,1,31,10,4,0,2008,2008,1,2
"1075",28,10,1,32,14,3,0,2008,2008,1,2
"1076",27,18,1,51,4,1,0,2008,2008,1,3
"1077",19,14,1,38,6,2,1,2008,2008,1,2
"1078",39,0,1,17,0,1,0,2007,2008,1,2
"1079",28,0,1,30,0,5,0,2008,2008,1,2
"1080",56,3,1,26,10,3,1,2008,2008,1,1
"1082",29,2,1,35,2,5,0,2008,2008,1,3
"1085",25,6,1,30,6,2,0,2008,2008,1,2
"1086",31,6,1,31,6,3,0,2008,2008,1,3
"1087",27,0,1,32,0,5,0,2008,2008,1,2
"1088",35,14,1,36,10,3,0,2008,2008,1,3
"1089",38,0,1,39,3,7,0,2008,2008,1,3
"1090",39,0,1,43,0,7,0,2008,2008,1,3
"1091",36,3,1,46,6,4,0,2008,2008,1,3
"1092",27,6,1,27,6,2,1,2008,2008,1,2
"1093",34,2,1,34,0,6,0,2008,2008,1,3
"1094",25,9,1,23,10,3,0,2008,2008,1,2
"1095",35,4,1,32,6,6,0,2008,2008,1,3
"1096",28,6,1,38,6,3,0,2008,2008,1,3
"1097",40,4,1,40,6,2,0,2008,2008,1,3
"1098",49,0,1,35,0,5,2,2008,2008,1,1
"1099",24,0,1,25,3,4,0,2008,2008,1,2
"1100",23,8,1,27,3,4,0,2008,2008,1,2
"1101",20,8,1,25,10,4,0,2008,2008,1,2
"1102",21,0,1,28,0,1,0,2008,2008,1,2
"1103",40,6,1,47,8,8,0,2008,2008,1,3
"1104",40,14,1,42,14,4,0,2008,2008,1,3
"1105",37,0,1,40,0,2,1,2008,2008,1,3
"1106",25,6,1,30,6,4,0,2008,2008,1,2
"1107",27,14,1,29,6,4,0,2008,2008,1,2
"1108",28,6,1,31,6,3,0,2008,2008,1,2
"1110",27,0,2,50,0,7,0,2008,2008,1,3
"1111",34,14,1,36,6,3,0,2008,2008,1,3
"1112",53,0,1,47,6,5,1,2008,2008,1,1
"1113",34,0,1,42,0,11,1,2007,2008,1,3
"1114",29,6,1,30,6,2,0,2007,2008,1,2
"1115",40,15,1,41,23,1,0,2008,2008,1,3
"1116",45,15,1,64,6,2,0,2008,2008,1,1
"1117",31,6,1,28,6,1,0,2007,2008,1,2
"1118",43,10,1,20,14,2,0,2008,2008,1,2
"1127",30,0,1,37,3,7,0,2008,2008,1,3
"1128",29,0,1,32,3,4,0,2008,2008,1,3
"1132",18,5,1,28,0,2,0,2008,2008,1,2
"1133",23,0,1,30,6,4,0,2007,2008,1,2
"1134",24,0,1,31,6,1,0,2008,2008,1,2
"1135",28,0,1,39,6,1,0,2008,2008,1,3
"1137",53,0,1,55,0,7,1,2008,2008,1,1
"1138",40,14,1,32,14,1,0,2008,2008,1,3
"1140",23,5,1,28,8,2,0,2007,2008,1,2
"1141",27,0,1,28,3,4,0,2007,2008,1,2
"1142",37,10,1,39,10,5,0,2008,2008,1,3
"1143",33,0,1,35,0,1,0,2008,2008,1,3
"1144",35,4,1,37,0,6,0,2008,2008,1,3
"1148",23,6,1,34,6,2,1,2007,2008,1,2
"1152",26,10,1,30,14,3,0,2008,2008,1,2
"1153",27,14,1,35,14,2,0,2008,2008,1,3
"1154",31,0,1,32,0,7,0,2007,2008,1,3
"1157",34,14,1,36,13,1,0,2008,2008,1,3
"1158",24,9,1,25,0,1,0,2008,2008,1,2
"1159",22,0,1,25,2,3,0,2007,2008,1,2
"1162",26,7,1,33,7,5,0,2008,2008,1,2
"1167",54,6,1,50,4,1,0,2008,2008,1,1
"1168",31,14,1,35,13,4,0,2008,2008,1,3
"1169",24,2,1,24,6,1,0,2008,2008,1,2
"1170",21,6,1,24,12,1,0,2008,2008,1,2
"1171",25,0,1,26,6,1,0,2008,2008,1,2
"1172",33,0,1,44,0,1,0,2008,2008,1,3
"1177",16,0,1,25,6,1,0,2008,2008,1,2
"1178",26,3,1,30,10,1,0,2008,2008,1,2
"1179",16,4,1,20,0,1,0,2008,2008,1,2
"1180",30,6,1,40,2,1,0,2007,2008,1,3
"1181",35,5,1,42,3,1,0,2008,2008,1,3
"1182",47,6,1,52,17,1,0,2008,2008,1,1
"1183",18,6,1,25,0,1,0,2008,2008,1,2
"1184",22,6,1,26,10,1,0,2008,2008,1,2
"1185",42,0,1,45,0,4,1,2008,2008,1,1
"1186",44,6,1,46,6,4,0,2008,2008,1,1
"1188",33,0,1,35,0,2,0,2008,2008,1,3
"1189",42,3,1,52,6,2,1,2008,2008,1,1
"1190",40,14,1,42,6,1,0,2008,2008,1,3
"1191",26,0,1,32,0,4,0,2008,2008,1,2
"1192",38,2,1,40,0,1,0,2008,2008,1,3
"1193",18,4,1,26,3,1,0,2008,2008,1,2
"1194",28,4,1,37,2,1,0,2008,2008,1,3
"1195",15,3,2,19,4,1,0,2008,2008,1,2
"1196",37,6,1,33,3,5,0,2008,2008,1,3
"1197",20,11,1,25,11,2,0,2008,2008,1,2
"1200",46,0,1,47,6,3,1,2008,2008,1,1
"1201",68,0,1,82,0,1,0,2008,2008,1,1
"1202",33,0,1,46,0,7,0,2008,2008,1,3
"1203",31,14,1,52,0,6,0,2008,2008,1,3
"1204",41,14,1,54,14,5,0,2008,2008,1,1
"1205",22,0,1,27,0,2,0,2008,2008,1,2
"1206",40,0,1,45,0,1,0,2008,2008,1,1
"1207",43,3,1,40,0,1,0,2008,2008,1,3
"1208",39,4,1,40,0,1,0,2008,2008,1,3
"1209",36,0,1,38,0,7,3,2007,2008,1,3
"1210",26,2,1,28,0,4,2,2008,2008,1,2
"1211",23,3,1,26,10,1,0,2008,2008,1,2
"1212",15,0,2,22,2,1,0,2008,2008,1,2
"1213",41,0,1,53,0,3,0,2008,2008,1,1
"1214",34,3,1,46,3,4,0,2008,2008,1,3
"1215",18,4,1,20,10,2,0,2007,2008,1,2
"1216",30,4,1,37,2,5,0,2008,2008,1,3
"1217",29,0,1,35,1,7,0,2008,2008,1,3
"1218",22,7,1,24,11,2,0,2008,2008,1,2
"1219",22,7,1,30,7,2,0,2007,2008,1,2
"1220",21,6,1,38,2,1,0,2008,2008,1,2
"1221",30,17,1,33,2,4,0,2008,2008,1,3
"1222",57,0,1,60,0,2,0,2008,2008,1,1
"1223",47,4,1,46,6,4,0,2008,2008,1,1
"1224",21,10,1,36,10,2,0,2008,2008,1,2
"1225",19,12,1,19,14,2,0,2008,2008,1,2
"1226",27,6,1,28,9,3,0,2008,2008,1,2
"1230",50,5,1,50,0,1,0,2008,2008,1,1
"1231",30,7,1,70,7,5,0,2008,2008,1,1
"1233",53,7,1,55,7,2,1,2008,2008,1,1
"1235",15,6,1,47,6,2,1,2008,2008,1,3
"1236",47,6,1,54,12,3,2,2008,2008,1,1
"1237",29,14,1,34,9,1,0,2008,2008,1,3
"1238",17,6,1,20,5,1,0,2008,2008,1,2
"1239",23,13,1,32,10,1,0,2008,2008,1,2
"1241",28,0,1,65,0,2,1,2008,2008,1,1
"1242",26,0,1,25,6,3,0,2008,2008,1,2
"1243",27,0,1,40,0,3,0,2007,2008,1,3
"1245",24,0,1,54,3,1,0,2008,2008,1,3
"1246",24,4,1,33,6,2,0,2008,2008,1,2
"1247",24,10,1,26,14,3,0,2008,2008,1,2
"1248",24,0,1,54,6,2,0,2008,2008,1,3
"1249",29,1,1,43,0,4,0,2008,2008,1,3
"1250",18,10,1,20,6,2,1,2008,2008,1,2
"1251",45,6,1,34,6,2,0,2008,2008,1,3
"1252",31,0,1,16,6,3,0,2008,2008,1,2
"1253",25,14,1,42,6,2,0,2008,2008,1,3
"1254",33,6,1,34,6,2,0,2008,2008,1,3
"1255",26,10,1,34,6,2,0,2008,2008,1,2
"1256",36,6,1,26,6,2,0,2008,2008,1,3
"1257",39,0,1,45,0,2,0,2008,2008,1,3
"1258",17,5,1,23,6,2,0,2008,2008,1,2
"1259",28,13,1,29,9,2,0,2008,2008,1,2
"1260",32,14,1,28,10,8,4,2008,2008,1,2
"1261",23,0,1,29,4,4,0,2008,2008,1,2
"1262",21,6,1,27,6,3,0,2008,2008,1,2
"1263",30,0,1,31,5,3,1,2008,2008,1,3
"1264",17,6,1,21,6,2,0,2007,2008,1,2
"1265",36,6,1,51,6,3,0,2008,2008,1,3
"1266",23,9,1,21,2,2,0,2008,2008,1,2
"1267",39,0,1,27,0,5,0,2008,2008,1,3
"1268",17,10,1,25,14,1,0,2008,2008,1,2
"1269",54,0,1,54,7,1,0,2008,2008,1,1
"1271",49,0,1,48,0,1,0,2008,2008,1,1
"1272",16,0,1,45,0,1,0,2008,2008,1,3
"1274",39,7,1,40,0,1,0,2008,2008,1,3
"1275",26,11,1,29,11,1,0,2008,2008,1,2
"1276",27,7,1,35,7,1,0,2008,2008,1,3
"1277",16,6,1,40,0,1,0,2008,2008,1,2
"1278",58,6,1,40,0,1,0,2008,2008,1,1
"1279",26,6,1,28,0,2,0,2008,2008,1,2
"1280",34,0,1,38,0,3,0,2008,2008,1,3
"1281",35,0,1,31,0,3,0,2008,2008,1,3
"1282",37,0,1,38,6,6,0,2008,2008,1,3
"1283",25,3,1,31,10,3,0,2008,2008,1,2
"1284",22,6,1,20,4,2,0,2008,2008,1,2
"1286",20,1,1,28,1,2,0,2008,2008,1,2
"1287",17,1,1,33,1,2,0,2008,2008,1,2
"1289",25,6,1,28,0,3,0,2007,2008,1,2
"1290",19,0,1,25,2,3,0,2008,2008,1,2
"1291",33,2,1,37,5,6,0,2008,2008,1,3
"1292",23,0,1,27,0,5,0,2008,2008,1,2
"1293",22,6,1,25,6,1,0,2007,2008,1,2
"1294",18,9,1,19,9,2,0,2008,2008,1,2
"1296",40,5,1,68,0,2,0,2008,2008,1,1
"1297",43,9,1,35,6,3,1,2008,2008,1,3
"1298",24,0,1,25,0,10,2,2008,2008,1,2
"1305",26,21,1,37,23,6,4,2008,2008,1,3
"1316",53,0,1,54,0,4,3,2008,2008,1,1
"1319",21,14,1,23,14,2,0,2008,2008,1,2
"1332",33,7,1,28,7,3,0,2008,2008,1,2
"1334",50,0,1,32,0,1,0,2007,2008,1,1
"1335",30,4,1,29,5,3,0,2008,2008,1,2
"1336",27,0,1,9,3,1,0,2008,2008,1,2
"1338",27,6,1,42,6,1,0,2008,2008,1,3
"1339",16,6,1,25,0,1,0,2008,2008,1,2
"1340",25,4,1,27,0,4,1,2008,2008,1,2
"1347",34,3,1,39,0,1,0,2008,2008,1,3
"1348",21,2,1,25,10,2,0,2008,2008,1,2
"1349",35,3,1,25,3,8,0,2008,2008,1,2
"1350",29,0,1,28,2,2,0,2008,2008,1,2
"1352",22,0,1,50,0,1,0,2008,2008,1,3
"1353",41,0,1,41,0,1,0,2008,2008,1,3
"1356",24,4,1,19,0,1,0,2008,2008,1,2
"1358",21,0,1,27,6,6,4,2007,2008,1,2
"1359",26,1,1,31,4,6,0,2006,2008,1,2
"1360",25,0,1,32,3,3,0,2008,2008,1,2
"1361",21,14,1,22,13,2,0,2008,2008,1,2
"1362",40,14,1,45,14,3,0,2008,2008,1,3
"1363",23,4,1,23,1,4,1,2006,2008,1,2
"1364",29,6,1,30,6,1,0,2008,2008,1,2
"1365",25,10,1,31,14,1,0,2008,2008,1,2
"1366",48,0,1,49,0,1,0,2008,2008,1,1
"1367",55,0,1,48,0,2,1,2008,2008,1,1
"1368",16,2,1,40,4,1,0,2008,2008,1,2
"1371",22,4,1,35,5,1,0,2008,2008,1,2
"1372",23,3,1,34,6,2,0,2008,2008,1,2
"1373",19,0,1,22,4,1,0,2008,2008,1,2
"1374",24,3,1,28,3,2,0,2008,2008,1,2
"1375",21,4,1,25,3,5,0,2008,2008,1,2
"1376",40,3,1,40,4,9,0,2008,2008,1,3
"1383",30,0,1,34,0,2,0,2008,2008,1,3
"1384",26,14,2,45,13,2,0,2008,2008,1,3
"1388",50,0,1,55,7,5,0,2007,2008,1,1
"1393",40,0,1,43,4,7,0,2008,2008,1,3
"1401",30,2,1,33,0,7,2,2008,2008,1,3
"1403",18,8,1,21,13,2,0,2008,2008,1,2
"1406",42,0,1,44,0,2,0,2007,2008,1,1
"1414",20,0,1,24,6,2,0,2008,2008,1,2
"1415",49,6,1,52,6,4,1,2007,2008,1,1
"1416",22,11,1,22,6,2,0,2008,2008,1,2
"1417",33,13,1,48,21,3,0,2008,2008,1,3
"1418",50,15,1,52,7,3,0,2008,2008,1,1
"1423",37,0,1,38,0,3,1,2008,2008,1,3
"1430",29,4,1,30,5,3,0,2008,2008,1,2
"1438",32,2,1,32,1,4,0,2008,2008,1,3
"1439",21,7,1,27,7,2,1,2008,2008,1,2
"1441",21,11,1,24,7,2,1,2008,2008,1,2
"1448",41,21,1,46,14,2,1,2008,2008,1,3
"1454",22,6,1,49,4,1,0,2008,2008,1,3
"1456",20,0,1,30,3,1,0,2008,2008,1,2
"1457",28,10,1,30,10,3,0,2008,2008,1,2
"1458",23,7,1,27,7,1,0,2008,2008,1,2
"1459",39,0,1,40,7,6,0,2007,2008,1,3
"1461",36,0,1,40,4,1,0,2008,2008,1,3
"1464",23,3,1,26,5,1,0,2008,2008,1,2
"1465",50,0,1,23,4,1,0,2008,2008,1,3
"1466",28,2,1,30,3,1,0,2008,2008,1,2
"1467",20,7,1,22,6,2,0,2008,2008,1,2
"1468",16,3,1,18,3,1,0,2008,2008,1,2
"1469",23,2,1,28,4,1,0,2007,2008,1,2
"1470",25,6,1,36,0,1,0,2008,2008,1,3
"1476",26,13,1,29,6,3,1,2008,2008,2,2
"1477",56,13,1,70,1,4,1,2008,2008,2,1
"1478",36,13,1,60,21,4,1,2008,2008,2,1
"1479",25,1,1,26,6,4,1,2008,2008,2,2
"1480",33,0,1,36,11,5,0,2008,2008,2,3
"1486",35,15,1,39,7,2,0,2008,2008,2,3
"1487",19,13,1,21,13,1,0,2008,2008,2,2
"1488",74,10,1,47,9,1,0,2008,2008,2,1
"1489",38,6,1,33,9,1,0,2008,2008,2,3
"1490",58,0,1,31,13,1,0,2007,2008,2,1
"1491",25,13,1,24,13,1,0,2008,2008,2,2
"1492",27,10,1,33,18,1,0,2008,2008,2,2
"1496",49,3,1,52,3,7,2,2008,2008,2,1
"1497",34,14,1,38,13,5,1,2008,2008,2,3
"1498",38,3,1,43,9,6,1,2008,2008,2,3
"1499",25,10,1,28,10,4,1,2008,2008,2,2
"1501",61,0,1,63,6,3,2,2008,2008,2,1
"1503",50,14,1,50,5,6,2,2008,2008,2,1
"1504",19,14,1,57,13,1,0,2008,2008,2,3
"1505",44,21,1,50,21,1,0,2008,2008,2,1
"1506",21,7,1,23,11,4,1,2008,2008,2,2
"1509",43,14,1,57,14,2,0,2008,2008,2,1
"1510",36,18,1,46,3,2,0,2008,2008,2,3
"1514",19,2,1,20,9,2,0,2008,2008,2,2
"1518",26,5,1,29,10,4,0,2000,2008,2,2
"1520",22,2,1,25,6,3,1,2008,2008,2,2
"1521",30,0,1,48,0,4,0,2008,2008,2,3
"1526",25,14,1,23,13,2,0,2008,2008,2,2
"1527",44,23,1,72,15,2,0,2008,2008,2,1
"1533",40,12,1,43,14,5,0,2008,2008,2,3
"1538",26,11,1,24,11,2,0,2008,2008,2,2
"1543",32,11,1,38,7,4,0,2007,2008,2,3
"1545",32,15,1,31,15,2,0,2008,2008,2,3
"1553",30,23,1,61,23,2,0,2008,2008,2,3
"1554",65,11,1,43,23,3,1,2008,2008,2,1
"1556",34,15,1,41,23,3,0,2008,2008,2,3
"1557",37,7,1,60,7,4,0,2008,2008,2,1
"1561",27,11,1,29,7,2,0,2008,2008,2,2
"1563",38,4,1,33,6,4,0,2008,2008,2,3
"1570",49,7,1,53,7,4,0,2008,2008,2,1
"1578",32,13,1,32,14,4,0,2008,2008,2,3
"1579",19,9,1,29,14,2,0,2008,2008,2,2
"1581",20,14,1,23,10,1,0,2008,2008,2,2
"1582",21,9,1,21,4,2,1,2008,2008,2,2
"1584",23,10,1,27,10,2,1,2008,2008,2,2
"1587",27,15,1,27,23,1,0,2008,2008,2,2
"1588",29,7,1,45,11,1,0,2008,2008,2,3
"1589",51,15,1,56,23,1,0,2008,2008,2,1
"1590",28,20,1,31,20,2,0,2008,2008,2,2
"1591",25,11,1,29,23,3,0,2007,2008,2,2
"1593",40,3,1,42,6,6,3,2008,2008,2,3
"1594",34,15,1,43,11,2,1,2008,2008,2,3
"1598",40,10,1,38,12,2,0,2008,2008,2,3
"1599",34,7,1,38,7,5,0,2008,2008,2,3
"1600",17,11,2,24,11,3,1,2008,2008,2,2
"1602",20,5,1,23,4,2,0,2008,2008,2,2
"1603",19,13,1,26,14,3,0,2008,2008,2,2
"1604",18,7,1,19,7,1,0,2008,2008,2,2
"1605",27,23,1,27,15,3,1,2008,2008,2,2
"1606",20,9,1,20,9,3,0,2008,2008,2,2
"1610",17,2,1,48,0,2,0,2008,2008,2,3
"1618",50,3,1,53,1,4,1,2008,2008,2,1
"1624",45,11,1,44,11,4,2,2008,2008,2,1
"1627",37,0,1,36,10,4,1,2008,2008,2,3
"1628",30,0,1,35,6,4,0,2008,2008,2,3
"1629",37,6,1,37,6,4,3,2008,2008,2,3
"1636",45,6,1,40,10,1,0,2008,2008,2,1
"1637",27,19,1,22,14,1,0,2008,2008,2,2
"1638",29,7,1,22,7,4,0,2008,2008,2,2
"1639",28,3,1,30,10,3,0,2008,2008,2,2
"1641",57,7,1,43,11,2,0,2008,2008,2,1
"1644",21,0,1,25,0,2,0,2008,2008,2,2
"1648",32,10,1,35,14,3,0,2008,2008,2,3
"1659",43,23,1,40,23,3,0,2008,2008,2,3
"1661",44,6,1,38,9,5,0,2008,2008,2,3
"1664",25,10,1,30,8,3,0,2008,2008,2,2
"1665",34,6,1,34,10,2,0,2008,2008,2,3
"1668",27,11,1,30,7,5,0,2008,2008,2,2
"1669",20,7,1,24,7,2,0,2008,2008,2,2
"1675",28,6,1,28,6,3,0,2008,2008,2,2
"1678",46,11,1,42,7,4,0,2008,2008,2,1
"1679",28,5,1,37,1,8,2,2008,2008,2,3
"1681",40,11,1,36,0,6,0,2008,2008,2,3
"1682",24,15,1,25,15,3,1,2007,2008,2,2
"1683",46,15,1,43,6,4,1,2008,2008,2,1
"1684",35,7,1,38,11,5,0,2008,2008,2,3
"1687",45,4,1,32,3,2,0,2008,2008,2,3
"1688",37,15,1,42,15,4,0,2008,2008,2,3
"1690",17,4,1,16,4,3,2,2008,2008,2,2
"1691",21,10,1,26,14,3,0,2008,2008,2,2
"1692",19,0,1,28,15,3,0,2008,2008,2,2
"1694",29,9,1,25,2,6,1,2008,2008,2,2
"1695",23,7,1,30,7,4,0,2008,2008,2,2
"1697",67,0,1,37,0,7,1,2008,2008,2,1
"1698",37,18,1,50,13,1,0,2008,2008,2,3
"1699",36,21,1,35,10,3,0,2008,2008,2,3
"1700",24,13,1,29,13,6,3,2008,2008,2,2
"1701",57,0,1,28,13,5,3,2008,2008,2,1
"1702",26,6,1,27,1,4,0,2008,2008,2,2
"1703",31,12,1,30,5,4,0,2008,2008,2,2
"1704",26,6,1,33,6,4,0,2008,2008,2,2
"1707",39,10,1,45,13,6,1,2008,2008,2,3
"1708",19,6,1,27,13,8,4,2008,2008,2,2
"1710",35,11,1,38,11,3,1,2007,2008,2,3
"1711",34,13,1,40,14,3,0,2008,2008,2,3
"1713",37,6,1,42,0,5,2,2008,2008,2,3
"1714",43,13,1,36,6,2,1,2008,2008,2,3
"1716",29,6,1,35,10,4,0,2008,2008,2,3
"1723",24,6,1,30,6,3,0,2008,2008,2,2
"1724",19,3,1,29,14,3,0,2008,2008,2,2
"1728",44,15,1,46,23,4,0,2007,2008,2,1
"1731",32,15,1,33,15,3,2,2008,2008,2,3
"1736",62,15,1,60,23,3,2,2008,2008,2,1
"1738",31,7,1,32,7,3,0,2008,2008,2,3
"1739",18,4,1,23,5,4,1,2004,2008,2,2
"1740",35,14,1,32,3,4,0,2008,2008,2,3
"1741",27,7,1,27,7,3,0,2008,2008,2,2
"1743",38,7,1,42,15,2,0,2008,2008,2,3
"1744",21,3,1,22,7,3,0,2008,2008,2,2
"1746",25,12,1,27,2,3,0,2007,2008,2,2
"1747",26,14,1,30,10,2,0,2000,2008,2,2
"1748",25,13,1,27,13,3,0,2007,2008,2,2
"1749",26,6,1,47,10,5,2,2008,2008,2,3
"1751",31,14,1,31,14,2,0,2008,2008,2,2
"1752",28,11,1,30,11,8,4,2005,2008,2,2
"1753",33,15,1,34,23,3,0,2007,2008,2,3
"1754",15,6,1,20,6,2,0,2008,2008,2,2
"1755",47,7,1,49,7,3,0,2008,2008,2,1
"1756",37,8,1,32,10,6,0,2007,2008,2,3
"1758",38,14,1,39,14,4,0,2007,2008,2,3
"1759",35,10,1,37,2,4,0,2000,2008,2,3
"1760",22,0,1,26,5,4,0,2008,2008,2,2
"1762",31,13,1,23,10,2,0,2007,2008,2,2
"1764",30,14,1,39,6,2,0,2005,2008,2,3
"1768",29,6,1,29,9,3,0,2005,2008,2,2
"1771",28,0,1,29,7,3,1,2008,2008,2,2
"1772",33,10,1,36,10,1,0,2008,2008,2,3
"1773",59,14,1,41,6,1,0,2008,2008,2,1
"1774",26,20,1,30,13,1,0,2008,2008,2,2
"1775",32,18,1,33,20,1,0,2008,2008,2,3
"1776",32,10,1,36,10,1,0,2008,2008,2,3
"1777",41,11,1,43,11,3,1,2008,2008,2,3
"1778",32,10,1,64,7,3,0,2007,2008,2,1
"1779",26,15,1,28,15,3,0,2008,2008,2,2
"1780",50,7,1,54,7,5,1,2008,2008,2,1
"1781",35,15,1,36,15,3,0,2008,2008,2,3
"1782",26,7,1,32,11,5,0,2008,2008,2,2
"1783",35,11,1,38,11,1,0,2008,2008,2,3
"1784",31,11,1,35,11,2,0,2008,2008,2,3
"1785",26,14,1,24,14,3,1,2008,2008,2,2
"1787",25,15,1,28,7,6,2,2008,2008,2,2
"1791",37,7,1,65,15,3,1,2008,2008,2,1
"1792",19,7,1,21,15,2,0,2008,2008,2,2
"1793",45,6,1,55,5,5,0,2008,2008,2,1
"1794",35,5,1,45,2,5,0,2008,2008,2,3
"1795",45,6,1,53,5,3,0,2008,2008,2,1
"1796",29,6,1,31,6,3,0,2008,2008,2,2
"1797",28,6,1,36,1,1,0,2008,2008,2,3
"1799",23,15,1,22,15,2,0,2008,2008,2,2
"1800",19,7,1,25,7,2,1,2008,2008,2,2
"1803",31,14,1,16,10,1,0,2008,2008,2,2
"1805",37,2,1,40,6,1,0,2008,2008,2,3
"1806",26,8,1,32,4,1,0,2008,2008,2,2
"1807",18,10,1,20,10,1,0,2008,2008,2,2
"1808",22,14,1,23,13,1,0,2008,2008,2,2
"1809",40,4,1,44,6,9,3,2008,2008,2,3
"1811",24,11,1,24,11,3,0,2008,2008,2,2
"1812",18,7,1,35,7,3,0,2008,2008,2,2
"1813",31,7,1,35,7,2,0,2008,2008,2,3
"1814",24,7,1,27,15,3,1,2008,2008,2,2
"1816",19,7,1,18,7,2,0,2008,2008,2,2
"1819",38,7,1,37,7,2,0,2008,2008,2,3
"1820",27,11,1,28,11,2,0,2008,2008,2,2
"1823",13,7,2,47,7,1,0,2007,2008,2,3
"1828",27,0,1,28,0,3,0,2008,2008,2,2
"1834",42,23,1,34,7,5,3,2008,2008,2,3
"1840",36,9,1,57,14,2,0,2008,2008,2,1
"1843",48,11,1,46,15,3,0,2008,2008,2,1
"1848",42,7,1,48,15,2,0,2008,2008,2,1
"1852",22,11,1,31,7,2,0,2008,2008,2,2
"1861",24,7,1,25,7,3,0,2008,2008,2,2
"1866",31,15,1,23,11,4,3,2008,2008,2,2
"1875",40,7,1,46,7,9,2,2008,2008,2,3
"1876",38,15,1,42,7,2,0,2008,2008,2,3
"1877",21,11,1,26,11,3,1,2008,2008,2,2
"1878",35,15,1,36,15,2,1,2008,2008,2,3
"1879",45,0,1,65,0,2,1,2008,2008,2,1
"1880",37,6,1,40,6,1,0,2008,2008,2,3
"1882",42,3,1,45,10,10,0,2008,2008,2,1
"1883",53,0,2,52,0,6,2,2008,2008,2,1
"1884",16,10,2,38,10,3,0,2008,2008,2,2
"1885",26,4,1,32,9,3,0,2008,2008,2,2
"1886",36,6,1,40,3,3,0,2008,2008,2,3
"1887",33,13,1,35,3,6,0,2008,2008,2,3
"1888",18,6,1,19,6,2,0,2008,2008,2,2
"1889",23,10,1,25,10,2,0,2008,2008,2,2
"1890",32,10,1,39,10,1,0,2008,2008,2,3
"1891",15,0,1,35,0,2,0,2008,2008,2,2
"1892",31,6,1,35,3,4,0,2008,2008,2,3
"1893",27,4,1,31,8,5,0,2008,2008,2,2
"1894",22,3,1,21,6,2,0,2007,2008,2,2
"1895",17,1,1,20,2,2,0,2007,2008,2,2
"1896",18,6,1,20,2,3,0,2008,2008,2,2
"1898",29,13,1,35,14,4,0,2008,2008,2,3
"1899",40,13,1,43,6,4,1,2008,2008,2,3
"1900",20,3,1,40,6,2,0,2008,2008,2,3
"1901",35,10,1,17,8,1,0,2008,2008,2,2
"1902",20,6,1,17,8,2,0,2008,2008,2,2
"1903",28,6,1,26,6,3,0,2008,2008,2,2
"1904",35,6,1,39,14,4,0,2008,2008,2,3
"1905",31,13,1,28,13,3,0,2008,2008,2,2
"1906",17,10,1,20,10,1,0,2008,2008,2,2
"1907",24,0,1,26,0,4,0,2008,2008,2,2
"1908",50,0,1,56,5,3,1,2008,2008,2,1
"1909",49,3,1,48,6,1,0,2008,2008,2,1
"1910",40,1,1,50,4,1,0,2008,2008,2,1
"1911",22,10,1,26,10,1,0,2008,2008,2,2
"1912",19,0,1,19,10,1,0,2008,2008,2,2
"1913",42,0,1,45,0,1,0,2008,2008,2,1
"1914",63,2,1,63,4,1,0,2008,2008,2,1
"1916",44,6,1,48,6,1,0,2008,2008,2,1
"1918",28,12,1,32,10,4,0,2008,2008,2,2
"1919",61,0,1,62,0,1,0,2008,2008,2,1
"1920",23,2,1,21,3,1,0,2008,2008,2,2
